epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
74,1755.51,0.76842,0.32798,0.00268,0.96938,0.96678,0.98611,0.83881,0.63617,0.17691,0.00237,0.000855751,0.000855751,0.000855751
75,1779.01,0.78499,0.32775,0.00274,0.95015,0.97318,0.98625,0.78932,0.80799,0.21651,0.00305,0.000853775,0.000853775,0.000853775
76,1802.36,0.75641,0.32201,0.00266,0.96215,0.97612,0.98984,0.84008,0.6611,0.18026,0.00244,0.000851799,0.000851799,0.000851799
77,1825.78,0.81792,0.342,0.00285,0.97932,0.96306,0.98815,0.74758,0.99739,0.22517,0.00352,0.000849822,0.000849822,0.000849822
78,1849.17,0.85114,0.34339,0.00298,0.96856,0.97551,0.98773,0.82794,0.70345,0.1798,0.00254,0.000847846,0.000847846,0.000847846
79,1872.71,0.78035,0.32929,0.00267,0.96884,0.96468,0.98873,0.84514,0.62456,0.1754,0.00232,0.00084587,0.00084587,0.00084587
80,1896.28,0.79756,0.34819,0.00283,0.97919,0.96037,0.98832,0.83623,0.64862,0.18171,0.0024,0.000843894,0.000843894,0.000843894
81,1919.83,0.72688,0.31894,0.00259,0.96128,0.97086,0.98567,0.74711,0.94261,0.2304,0.00355,0.000841918,0.000841918,0.000841918
82,1943.17,0.7604,0.3262,0.00268,0.96218,0.97268,0.98472,0.82455,0.68246,0.18476,0.00252,0.000839942,0.000839942,0.000839942
83,1966.66,0.78748,0.32598,0.00278,0.97285,0.97021,0.9878,0.76024,0.90411,0.21813,0.00338,0.000837966,0.000837966,0.000837966
84,1990.19,0.76495,0.31622,0.00266,0.97149,0.97072,0.98877,0.84425,0.6366,0.17191,0.00235,0.00083599,0.00083599,0.00083599
85,2013.59,0.76214,0.32246,0.0027,0.98133,0.97858,0.99128,0.82894,0.67671,0.16641,0.0025,0.000834014,0.000834014,0.000834014
86,2037.06,0.74228,0.31968,0.00262,0.97366,0.97278,0.98954,0.8088,0.74199,0.18868,0.00276,0.000832038,0.000832038,0.000832038
87,2060.41,0.7744,0.30594,0.00268,0.97586,0.97129,0.98838,0.73327,1.00334,0.22922,0.00383,0.000830062,0.000830062,0.000830062
88,2084.03,0.73706,0.30811,0.00258,0.97257,0.97295,0.98954,0.84128,0.65706,0.18712,0.00237,0.000828086,0.000828086,0.000828086
89,2107.49,0.74772,0.30932,0.00261,0.97169,0.96801,0.98715,0.81449,0.71492,0.19332,0.00266,0.00082611,0.00082611,0.00082611
90,2130.87,0.73789,0.30566,0.00256,0.97797,0.97346,0.98982,0.83439,0.66468,0.17402,0.00248,0.000824134,0.000824134,0.000824134
91,2154.33,0.77262,0.31971,0.00272,0.97515,0.96929,0.99044,0.848,0.63354,0.1689,0.0023,0.000822158,0.000822158,0.000822158
92,2177.71,0.70963,0.3077,0.00249,0.96394,0.96532,0.98333,0.8322,0.66342,0.18938,0.00244,0.000820182,0.000820182,0.000820182
93,2201.14,0.7355,0.32237,0.00256,0.9762,0.97499,0.98973,0.83633,0.65215,0.17264,0.00242,0.000818206,0.000818206,0.000818206
94,2224.48,0.76149,0.32227,0.00268,0.97795,0.97019,0.98958,0.79834,0.76677,0.1954,0.00289,0.00081623,0.00081623,0.00081623
95,2247.85,0.82228,0.33299,0.00289,0.98043,0.97635,0.99133,0.81101,0.73744,0.17431,0.00273,0.000814254,0.000814254,0.000814254
96,2271.24,0.77749,0.325,0.00269,0.97139,0.97534,0.99059,0.83343,0.66123,0.16947,0.00245,0.000812278,0.000812278,0.000812278
97,2294.71,0.72872,0.30429,0.0025,0.97206,0.97533,0.99111,0.74763,0.94635,0.22614,0.00358,0.000810302,0.000810302,0.000810302
98,2318.26,0.70971,0.29641,0.00247,0.98244,0.97404,0.99068,0.83862,0.67618,0.17228,0.00248,0.000808326,0.000808326,0.000808326
